VM1,VM2,VM3,VM4,VM5,VM6,VM7,VM8,VM9,VM10,VM11,VM12,VM13,VM14,VM15,VM16,VM17,VM18,VM19,VM20,VM21,VM22,VM23,VM24,VM25,VM26,VM27,VM28,VM29,VM30,VM31,VM32,VM33,VM34,VM35,VM36,VM37,VM38,VM39,VM40,VM41,VM42,VM43,VM44,VM45,VM46,VM47,VM48,VM49,VM50,VM51,VM52,VM53,VM54,VM55,VM56,VM57,VM58,VM59,VM60,VM61,VM62,VM63,VM64,VM65,VM66,VM67,VM68,VM69,VM70,VM71,VM72,VM73,VM74,VM75,VM76,VM77,VM78,VM79,VM80,VM81,VM82,VM83,VM84,VM85,VM86,VM87,VM88,VM89,VM90,VM91,VM92,VM93,VM94,VM95,VM96,VM97,VM98,VM99,VM100,VM101,VM102,VM103,VM104,VM105,VM106,VM107,VM108,VM109,VM110,VM111,VM112,VM113,VM114,VM115,VM116,VM117,VM118,VM119,VM120,VM121,VM122,VM123,VM124,VM125,VM126,VM127,VM128,VM129,VM130,VM131,VM132,VM133,VM134,VM135,VM136,VM137,VM138,VM139,VM140,VM141,VM142,VM143,VM144,VM145,VM146,VM147,VM148,VM149,VM150,VM151,VM152,VM153,VM154,VM155,VM156,VM157,VM158,VM159,VM160,VM161,VM162,VM163,VM164,VM165,VM166,VM167,VM168,VM169,VM170,VM171,VM172,VM173,VM174,VM175,VM176,VM177,VM178,VM179,VM180,VM181,VM182,VM183,VM184,VM185,VM186,VM187,VM188,VM189,VM190,VM191,VM192,VM193,VM194,VM195,VM196,VM197,VM198,VM199,VM200,VM201,VM202,VM203,VM204,VM205,VM206,VM207,VM208,VM209,VM210,VM211,VM212,VM213,VM214,VM215,VM216,VM217,VM218,VM219,VM220,VM221,VM222,VM223,VM224,VM225,VM226,VM227,VM228,VM229,VM230,VM231,VM232,VM233,VM234,VM235,VM236,VM237,VM238,VM239,VM240,VM241,VM242,VM243,VM244,VM245,VM246,VM247,VM248,VM249,VM250,VM251,VM252,VM253,VM254,VM255,VM256,VM257,VM258,VM259,VM260,VM261,VM262,VM263,VM264,VM265,VM266,VM267,VM268,VM269,VM270,VM271,VM272,VM273,VM274,VM275,VM276,VM277,VM278,VM279,VM280,VM281,VM282,VM283,VM284,VM285,VM286,VM287,VM288,VM289,VM290,VM291,VM292,VM293,VM294,VM295,VM296,VM297,VM298,VM299,VM300,VM301,VM302,VM303,VM304,VM305,VM306,VM307,VM308,VM309,VM310,VM311,VM312,VM313,VM314,VM315,VM316,VM317,VM318,VM319,VM320,VM321,VM322,VM323,VM324,VM325,VM326,VM327,VM328,VM329,VM330,VM331,VM332,VM333,VM334,VM335,VM336,VM337,VM338,VM339,VM340,VM341,VM342,VM343,VM344,VM345,VM346,VM347,VM348,VM349,VM350,VM351,VM352,VM353,VM354,VM355,VM356,VM357,VM358,VM359,VM360,VM361,VM362,VM363,VM364,VM365,VM366,VM367,VM368,VM369,VM370,VM371,VM372,VM373,VM374,VM375
13,51,45,80,82,43,12,69,23,39,49,28,19,71,75,27,18,47,47,58,71,55,31,73,15,10,60,57,73,12,27,80,34,78,86,34,40,72,7,73,21,70,71,6,76,52,20,39,45,16,29,33,16,18,58,28,74,71,36,37,12,14,14,25,76,50,34,10,46,87,62,59,52,67,23,26,61,35,23,78,15,73,6,55,85,68,6,68,67,9,43,88,51,67,34,73,13,38,10,76,62,46,69,66,16,82,56,88,88,78,73,51,87,84,85,72,47,57,28,46,66,10,43,23,58,33,72,35,33,81,90,80,32,6,85,48,60,23,31,37,53,68,73,67,23,77,74,43,39,80,50,79,27,90,56,82,22,69,86,43,84,89,22,31,48,70,62,30,10,81,43,11,40,70,86,30,51,71,32,52,21,21,10,67,14,34,85,38,11,51,54,56,63,26,7,61,43,8,87,16,19,32,67,22,53,90,38,62,20,56,44,20,75,45,8,21,27,59,59,62,26,28,53,83,66,72,88,33,21,25,40,74,63,29,18,22,16,41,36,90,18,17,42,56,44,36,63,50,81,27,33,29,85,55,39,41,84,90,65,82,39,60,67,83,68,72,12,48,90,82,36,65,46,50,7,47,64,26,49,19,89,75,82,11,13,12,31,72,35,17,17,64,71,59,74,61,51,67,85,10,81,64,7,16,37,36,59,11,90,54,77,62,12,24,54,5,25,90,45,43,16,40,44,6,49,58,61,69,14,10,63,20,9,74,25,39,44,30,27,29,36,17,89,70,41,18,35,34,69,82,50,43,73,5,18,50,85,72,22,72,15,56,51,9,56,16,41,19,24,40,35,28,24,10,50
52,34,37,84,55,69,45,90,77,18,17,69,67,87,8,11,22,57,25,73,54,32,71,28,56,56,75,75,55,90,74,8,8,61,7,42,42,82,77,70,83,71,85,47,12,34,53,49,81,27,48,58,46,69,24,7,54,30,80,72,18,77,61,76,18,11,33,11,34,90,56,13,20,60,6,82,8,32,31,20,16,65,16,14,67,58,74,44,68,22,44,27,80,76,22,26,27,37,80,89,25,64,21,38,86,83,39,46,41,75,45,41,83,82,78,45,34,19,40,64,84,52,53,46,13,16,88,20,89,85,61,88,85,87,86,41,6,9,6,90,79,30,25,66,59,52,57,16,72,87,57,64,49,34,67,60,25,30,77,27,85,28,65,82,6,40,58,46,47,81,56,35,47,42,37,12,7,50,20,32,36,73,53,12,25,33,69,62,42,6,56,44,67,62,37,40,10,63,19,41,66,67,54,31,44,21,22,31,53,89,42,62,35,44,29,6,50,37,61,57,57,60,43,80,42,58,54,72,29,21,39,42,80,22,7,87,34,90,47,79,44,63,32,71,39,66,11,14,17,84,51,31,57,60,45,16,28,85,27,84,74,35,12,46,44,59,85,84,28,21,44,20,20,65,56,54,80,15,8,34,79,77,53,48,32,84,9,81,66,10,57,41,76,62,30,75,21,26,17,47,58,7,35,11,50,64,38,77,23,74,57,44,85,88,45,59,38,62,36,42,33,36,84,38,68,47,85,76,38,72,60,89,58,26,52,53,32,15,49,28,17,23,26,90,84,48,89,45,36,38,81,53,62,79,62,77,78,88,58,20,42,87,10,31,24,48,62,75,25,85,29,14,48,47,75
10,31,50,78,21,89,46,70,36,69,73,69,5,17,72,14,90,9,28,41,37,8,88,30,70,56,72,24,36,88,73,90,79,27,8,12,12,31,80,85,77,68,29,58,87,42,32,25,58,68,42,86,49,26,33,59,89,24,69,33,85,45,28,20,82,58,39,90,53,61,66,65,55,72,77,47,18,40,66,78,50,57,33,5,12,56,26,64,82,56,90,71,39,50,39,62,48,30,34,5,65,66,36,47,29,62,78,8,43,9,21,12,19,58,60,13,7,59,15,37,43,30,30,31,60,60,24,64,60,20,66,7,72,35,60,42,61,39,11,73,52,19,17,88,30,56,84,46,41,66,89,43,81,13,40,20,76,89,15,39,75,65,87,59,9,35,88,39,14,26,32,25,70,38,11,14,7,59,73,46,90,43,58,41,54,25,13,49,81,55,63,34,45,43,27,10,82,35,11,8,77,43,42,46,43,83,28,34,32,88,43,75,20,67,63,18,55,22,54,76,39,61,43,58,69,61,75,54,55,75,19,85,82,10,35,89,5,64,76,8,74,46,57,87,20,89,45,18,20,70,35,37,6,18,47,9,37,22,51,77,48,63,73,29,54,79,27,45,86,12,17,47,37,58,38,79,6,34,10,31,62,25,37,14,57,15,39,84,29,10,41,12,70,19,70,8,61,53,79,77,90,35,51,73,63,83,73,49,24,58,81,86,21,69,44,62,82,61,23,80,35,74,78,68,76,58,63,75,81,52,57,9,37,38,14,41,62,31,42,54,16,54,9,25,65,57,6,77,30,22,35,24,13,29,82,51,5,14,41,28,18,83,44,55,14,41,15,49,46,56,49,90,10,22,45
12,49,65,18,58,19,67,14,67,47,79,80,41,48,8,18,52,65,21,24,50,77,45,62,51,8,34,42,5,35,47,72,71,34,27,76,73,22,67,48,54,63,38,47,15,20,69,47,16,45,65,12,67,10,83,72,45,59,65,67,61,73,89,49,75,25,57,14,59,13,6,48,35,77,86,39,36,27,69,55,37,19,53,7,78,21,34,17,57,6,36,34,45,31,55,66,22,54,25,34,8,43,51,81,47,49,35,44,45,79,9,19,78,71,32,89,65,70,35,45,79,73,86,52,53,79,73,77,35,31,68,61,87,23,54,17,47,35,54,61,25,88,21,83,14,81,62,67,13,47,67,24,32,8,49,28,88,76,55,65,41,51,60,21,63,46,39,48,83,28,16,89,21,5,51,80,44,84,8,58,82,43,90,67,6,22,64,65,31,65,80,44,40,13,62,78,75,56,54,25,33,33,89,68,29,82,58,39,20,11,64,55,25,54,36,41,37,23,30,37,14,55,58,52,58,42,13,58,5,62,48,29,81,28,76,77,55,43,37,88,89,33,48,46,35,37,30,61,14,18,75,27,9,63,24,13,13,12,22,58,39,23,35,17,39,36,46,6,67,89,19,29,48,7,52,54,46,22,64,60,67,65,24,41,12,81,62,17,53,59,69,85,73,56,90,14,44,57,31,15,52,81,18,44,33,72,33,21,40,31,58,33,67,29,31,36,77,5,46,37,71,41,77,31,45,63,62,26,18,75,88,20,53,61,49,86,25,47,27,28,85,41,21,38,24,30,54,43,79,44,43,54,28,87,9,19,74,29,24,37,77,11,72,74,50,44,25,77,31,88,74,38,76,48,22
28,76,87,67,17,78,25,90,54,16,35,43,14,66,82,8,61,13,32,73,60,86,33,10,76,61,73,12,71,62,61,16,38,62,48,14,18,29,65,30,22,50,8,88,66,60,86,42,64,45,14,76,56,11,64,20,44,68,67,48,7,45,64,6,25,85,65,66,88,66,31,81,76,88,65,74,14,79,69,81,5,83,34,79,25,33,25,40,70,61,85,65,88,5,49,44,72,31,7,23,8,17,53,40,53,82,59,59,75,71,75,53,39,74,46,66,67,57,47,69,70,9,63,16,64,26,73,23,10,41,40,33,60,86,11,29,83,77,66,33,87,90,17,85,34,32,26,53,89,36,70,72,53,83,79,84,72,59,62,77,7,88,75,52,72,44,71,22,77,35,66,54,77,60,10,85,23,51,39,16,78,68,20,22,51,18,63,42,76,69,63,88,51,32,44,76,34,30,17,22,40,69,17,41,36,63,36,61,5,59,8,53,19,53,39,28,73,89,64,30,71,36,74,16,63,14,32,9,66,29,17,86,46,70,26,44,88,89,78,27,28,34,64,14,57,11,40,66,47,23,69,41,14,80,52,87,17,36,50,32,8,77,27,82,16,78,65,59,78,42,26,21,22,63,13,75,88,36,55,76,71,40,5,47,73,23,77,76,39,24,67,7,35,77,19,82,29,80,21,75,90,34,89,28,66,79,21,34,40,28,38,23,47,88,34,47,71,67,11,40,72,32,89,7,66,24,34,9,32,75,82,55,55,65,22,27,10,65,64,30,81,63,30,68,64,57,64,34,80,50,40,19,78,31,74,77,53,50,71,28,59,71,38,9,28,83,38,70,28,30,61,59,80,70,44
70,40,87,6,27,52,84,70,87,78,72,7,54,56,66,68,38,63,38,35,48,23,69,82,90,51,54,72,28,56,90,87,77,65,65,76,40,10,26,19,13,79,17,14,50,64,76,48,40,44,63,33,16,40,57,22,20,39,21,64,18,19,82,40,17,6,22,67,84,27,27,80,55,30,60,69,79,10,67,57,28,67,37,51,13,51,81,36,30,83,22,50,45,28,46,70,60,81,47,74,53,9,26,86,33,72,85,34,8,78,31,48,42,53,62,89,73,56,9,82,84,47,68,43,89,22,20,48,34,12,58,74,63,77,84,32,15,23,51,10,76,47,68,31,41,26,73,16,30,63,38,51,60,21,18,88,48,11,13,61,55,61,41,85,9,9,40,70,63,70,53,25,74,50,76,67,11,8,43,85,50,75,50,6,69,86,10,45,80,26,40,37,9,39,51,62,66,42,27,23,22,26,8,33,66,72,61,70,17,13,80,46,61,61,75,89,87,78,29,51,44,55,82,33,69,18,72,22,19,6,45,38,56,35,57,7,28,53,32,19,66,88,31,17,84,79,17,78,65,38,67,77,35,89,38,31,58,20,62,80,65,65,56,39,30,48,23,28,8,75,75,87,74,47,65,74,53,45,39,60,71,15,80,80,64,31,18,76,55,43,37,9,41,43,34,75,22,86,15,34,16,89,73,76,14,61,76,57,89,50,37,63,12,72,5,11,52,59,14,26,26,73,27,33,67,41,21,50,50,20,87,55,22,59,52,36,70,15,88,16,40,87,74,53,18,39,30,74,67,46,12,83,47,33,61,66,84,25,10,67,73,8,78,27,70,11,52,78,18,41,22,88,19,88,15
61,87,36,60,64,61,45,7,64,14,60,89,86,58,58,32,67,60,5,53,76,41,9,70,47,5,77,88,62,54,15,67,14,6,40,25,88,58,66,13,51,39,76,38,83,72,42,89,51,75,29,73,87,66,45,53,82,84,34,20,40,28,84,29,49,47,10,39,24,16,84,35,28,75,68,79,55,59,70,41,43,68,30,53,44,76,54,62,6,8,37,43,13,83,84,12,78,23,45,24,37,69,73,22,50,86,66,5,70,23,51,66,14,17,68,5,36,30,38,24,82,65,64,33,81,13,72,22,84,62,47,34,50,47,64,87,30,59,49,11,53,88,83,47,39,47,89,66,81,12,26,60,59,57,68,21,40,79,84,18,54,29,83,42,65,79,10,26,67,30,11,20,34,56,66,40,28,13,81,23,71,21,89,56,65,45,60,35,41,41,43,83,49,76,77,5,16,61,17,27,29,27,74,8,23,34,45,6,22,61,7,27,9,39,85,25,20,85,67,35,31,17,63,73,47,73,80,88,61,77,31,24,51,21,79,82,53,36,18,20,49,80,84,70,63,61,68,43,77,8,71,21,87,83,51,46,44,20,87,76,69,14,43,6,6,39,37,6,69,38,40,90,23,78,75,33,21,83,34,11,33,23,62,48,46,58,73,70,30,25,7,61,71,10,71,69,72,52,16,28,85,5,78,67,47,66,75,21,63,66,62,37,49,51,72,13,24,31,80,76,26,33,44,69,78,62,13,20,42,69,81,22,60,55,41,89,78,20,33,52,64,52,71,77,45,59,39,73,14,41,39,11,16,79,8,46,18,38,80,13,48,17,70,53,89,59,56,65,79,79,90,7,38,58,83
18,68,32,71,29,46,13,26,72,11,82,13,7,5,25,62,48,42,81,43,19,16,45,27,64,72,14,66,64,42,66,88,14,56,13,82,37,56,14,75,66,78,23,33,18,25,81,53,32,18,40,57,44,85,44,31,63,19,29,65,43,77,65,79,22,72,65,21,83,10,22,15,77,5,63,68,81,78,5,22,85,23,46,8,27,66,16,39,75,32,65,78,37,27,89,63,69,46,70,60,52,90,77,30,6,18,27,39,61,81,54,33,73,55,16,56,56,46,71,44,73,72,49,85,89,76,80,16,37,16,46,8,62,37,36,63,59,16,32,76,71,31,45,60,50,65,7,6,53,56,70,24,14,57,30,49,36,36,90,18,20,66,5,36,42,56,75,7,60,62,22,28,82,6,35,33,29,21,64,31,81,26,27,55,69,42,61,53,21,6,70,6,59,57,52,67,59,12,11,58,18,86,49,24,57,25,32,47,14,67,77,81,63,74,67,15,37,33,36,77,55,42,87,85,15,48,13,55,48,20,22,42,74,42,58,58,76,73,70,10,32,84,43,19,56,66,25,57,11,19,53,41,65,62,86,22,77,49,62,26,18,36,76,11,26,70,59,76,22,58,21,31,54,72,84,6,10,88,23,82,37,42,85,78,36,56,31,80,29,81,48,73,56,9,73,29,84,67,41,83,12,38,31,5,26,60,28,48,74,59,82,45,56,60,33,83,32,64,6,81,67,84,26,53,85,16,65,37,78,30,43,78,81,58,85,53,75,24,33,26,58,8,79,11,8,25,45,47,67,31,28,10,40,52,18,20,38,88,43,7,31,61,29,34,42,36,42,24,58,37,85,52,25,71,60
38,11,62,25,19,55,76,11,72,79,77,17,66,71,83,85,49,77,77,75,37,33,90,37,65,10,45,15,35,24,27,41,26,85,6,29,90,57,36,85,45,18,90,18,86,83,14,13,86,67,35,53,20,71,63,66,7,62,42,76,5,16,62,58,61,81,26,46,35,67,12,59,48,29,89,79,24,67,5,45,85,26,38,57,56,36,73,12,53,6,21,82,63,37,80,66,64,17,35,77,16,41,73,13,66,90,78,10,73,56,47,24,58,8,63,83,46,84,57,43,26,25,60,9,46,56,18,58,67,50,35,62,81,47,9,36,57,54,84,78,39,68,37,41,26,37,64,6,83,75,46,50,66,15,24,68,28,25,39,16,53,29,30,53,65,17,87,6,87,11,43,60,30,58,49,5,33,31,16,79,51,55,76,72,61,52,68,33,31,26,86,29,5,26,78,81,82,79,87,30,63,56,33,63,70,59,43,59,22,26,28,39,77,46,19,88,17,76,58,47,26,55,69,68,70,13,59,51,27,31,89,72,26,47,52,11,90,21,8,44,32,63,74,24,9,82,5,66,49,11,15,50,90,30,60,34,47,62,29,24,58,88,66,88,25,11,67,28,44,47,46,80,77,88,77,13,24,32,58,85,15,39,43,8,22,38,7,39,39,65,25,11,40,32,9,25,47,67,60,15,83,16,64,62,31,45,34,72,54,44,28,41,31,8,16,6,56,50,24,24,56,59,20,48,25,50,29,75,28,50,13,69,27,39,21,67,55,50,67,6,23,58,76,78,26,86,9,20,78,46,69,48,43,85,52,17,13,37,85,62,64,9,15,12,84,20,21,24,52,14,21,84,47,88,68
48,81,55,65,81,9,72,42,36,56,72,9,28,46,7,44,23,51,13,62,87,43,22,86,44,61,29,22,14,14,24,53,42,63,43,35,5,59,41,21,6,69,45,29,8,81,21,67,22,46,18,21,76,72,56,69,10,40,56,32,18,31,86,65,29,30,81,50,17,23,65,39,43,36,63,71,21,74,24,85,15,13,53,7,56,18,54,76,50,64,71,21,86,9,85,55,58,85,51,74,83,13,47,59,22,81,28,82,19,44,72,73,34,31,57,83,5,34,26,28,31,72,33,53,58,80,16,40,41,47,36,87,81,18,13,74,85,84,44,80,13,75,48,52,62,64,54,82,37,62,9,61,31,16,50,45,12,17,59,73,80,63,88,7,14,47,49,30,40,83,16,88,9,45,60,12,11,27,79,56,10,74,22,30,35,90,37,6,54,23,43,41,32,69,22,59,60,74,60,87,38,56,89,57,13,90,23,22,84,5,83,82,62,43,61,30,87,67,81,81,8,15,16,38,9,48,35,26,77,8,53,22,83,56,70,62,79,22,17,83,71,51,88,41,79,29,67,86,80,89,35,60,23,26,53,77,6,59,89,73,33,70,10,36,31,35,80,71,13,73,51,58,64,63,52,87,17,76,8,21,77,67,34,62,67,79,24,56,8,70,87,40,51,62,35,28,76,70,88,27,71,15,68,51,59,77,34,55,36,65,85,74,35,18,29,21,37,71,83,85,14,59,41,67,5,26,78,44,51,5,23,64,59,67,8,19,5,44,33,65,79,77,27,82,74,83,19,27,36,62,55,54,52,56,73,17,76,6,6,88,60,67,78,45,77,43,68,67,85,48,58,63,9,31,52
84,64,41,30,20,74,43,62,52,37,70,13,6,23,37,53,57,19,48,65,51,88,64,69,64,21,37,65,69,76,71,80,21,5,23,77,58,90,30,49,23,77,45,51,12,37,34,53,40,12,86,32,78,62,45,48,62,12,6,48,36,15,12,51,81,15,25,76,77,38,89,57,54,9,76,76,17,14,74,26,84,77,11,47,25,75,51,16,27,34,83,73,9,9,27,63,86,69,65,17,13,9,61,61,46,43,84,20,8,62,49,62,78,50,32,64,60,73,63,82,32,15,36,47,75,37,7,55,54,59,52,36,14,10,90,50,90,70,88,47,73,37,48,18,50,47,61,14,22,17,39,66,50,45,27,70,38,84,34,10,58,84,52,36,78,43,66,35,14,22,66,11,7,75,43,30,79,60,16,84,6,11,6,78,85,18,17,28,74,44,10,85,56,34,79,73,79,70,25,58,19,8,30,56,39,27,37,50,18,61,59,30,29,38,57,52,18,14,66,22,47,26,29,57,11,65,39,49,35,15,62,64,38,69,9,22,71,22,65,60,39,75,28,6,74,66,34,87,22,13,79,77,44,36,22,69,68,69,46,25,45,77,80,81,54,57,37,19,71,68,40,29,62,89,76,58,9,82,89,69,87,31,52,5,57,86,62,56,7,59,84,59,5,17,8,89,59,55,86,35,72,86,88,87,88,14,73,62,18,11,34,36,34,24,33,29,41,24,5,55,83,83,73,70,82,34,15,14,14,82,82,50,46,69,73,13,43,82,11,9,32,85,28,83,6,25,89,24,86,88,12,23,60,16,60,22,77,77,15,72,31,44,43,24,64,56,19,21,48,83,56,85,47,62,44
49,64,67,14,51,21,28,71,40,75,72,66,28,43,64,78,62,77,49,28,7,11,59,23,25,88,20,44,43,11,35,49,65,29,57,7,72,19,80,68,23,30,20,50,52,33,16,68,50,89,74,89,69,39,58,17,24,32,69,17,35,83,11,71,22,60,89,75,89,14,56,79,24,6,46,20,67,61,26,8,53,17,43,72,59,72,32,63,76,83,59,44,58,7,85,42,80,81,17,11,6,52,16,52,27,47,47,33,66,59,34,62,68,53,37,13,16,37,45,12,80,54,88,51,64,23,83,48,59,8,5,85,47,82,21,89,90,64,83,51,64,45,66,46,10,22,30,49,26,74,62,65,54,22,62,82,10,30,79,71,12,84,8,60,22,84,52,22,62,29,65,65,49,57,49,10,88,72,41,63,10,25,50,21,79,88,65,79,57,56,57,42,88,39,57,84,34,34,26,60,73,55,66,21,47,52,37,20,36,48,82,79,6,89,60,10,12,7,71,55,80,74,48,31,33,32,82,6,89,81,76,43,12,44,29,51,64,86,42,20,10,79,37,59,58,11,76,31,73,62,63,84,50,31,89,23,68,88,68,28,72,48,81,24,20,36,79,70,70,87,51,25,42,29,77,49,59,34,49,83,35,78,61,36,70,66,12,31,61,76,37,36,31,49,48,66,69,89,73,50,74,30,29,7,57,54,15,20,8,36,15,83,52,20,14,67,48,59,83,59,18,53,62,75,16,39,89,7,56,12,23,76,57,85,83,38,84,79,11,64,77,80,51,36,76,81,88,8,17,46,27,33,43,18,50,12,70,15,15,66,73,32,52,32,85,90,81,7,5,51,87,37,58,63,51
71,77,80,38,41,10,13,61,64,18,28,65,87,63,25,81,75,73,76,21,52,28,83,36,43,7,58,83,67,67,44,85,63,22,6,83,53,54,52,39,8,69,82,30,76,24,79,65,79,44,62,80,5,11,66,21,26,75,49,47,44,85,74,78,12,23,24,56,87,26,71,50,78,63,24,76,21,86,17,40,65,42,67,18,78,70,74,66,25,48,28,33,88,13,25,18,44,9,9,56,82,14,83,43,39,44,41,11,16,43,89,12,32,51,65,18,37,72,46,12,55,44,32,9,16,25,45,48,75,9,18,11,73,25,57,62,5,65,41,70,81,15,26,85,46,67,69,81,45,41,31,79,32,79,66,23,58,8,79,33,22,18,74,44,52,30,34,22,87,42,39,13,40,60,48,61,23,16,51,74,31,77,11,51,33,74,25,40,82,87,46,81,23,67,52,9,80,43,54,43,78,84,66,22,71,85,20,56,71,31,88,20,27,25,50,59,86,44,38,11,73,90,64,39,74,70,35,20,41,60,50,6,23,81,26,76,73,18,21,20,38,35,42,12,45,70,29,21,29,42,26,88,87,45,54,30,16,47,38,14,31,13,74,14,79,14,76,33,73,67,21,30,11,65,54,58,47,34,78,80,34,12,67,14,87,68,48,32,43,85,36,62,28,46,29,40,68,72,38,22,68,90,40,73,60,46,41,80,18,54,36,71,15,45,46,67,30,56,86,6,15,49,29,34,57,65,72,42,46,35,51,11,69,63,39,74,31,19,37,86,12,35,5,79,84,70,19,43,18,74,75,20,52,80,65,31,89,51,71,38,49,37,70,12,33,21,22,78,41,49,32,46,29,32,84
66,87,42,47,7,80,6,32,50,58,10,36,71,65,80,41,15,79,7,67,88,48,68,59,32,17,11,36,7,63,69,45,85,41,23,22,75,61,17,50,67,56,9,71,89,43,27,79,41,33,44,89,47,26,71,86,59,23,13,48,10,24,13,77,30,56,70,61,50,33,5,22,47,59,20,38,76,84,87,65,36,21,43,62,11,28,64,49,24,72,36,77,69,76,72,89,15,61,25,80,28,32,64,63,42,54,28,21,13,86,69,51,83,65,88,79,41,71,25,47,18,25,32,32,20,77,12,79,37,81,22,78,38,50,6,35,60,34,7,52,32,40,48,59,73,88,60,72,70,86,8,8,55,85,10,35,70,47,88,38,6,47,20,42,42,57,59,63,14,87,50,26,19,66,11,39,66,36,58,5,75,12,38,12,48,43,38,36,87,71,83,37,46,67,55,73,75,13,5,13,49,14,85,39,50,29,75,50,54,43,79,43,18,36,68,63,63,34,82,87,6,69,13,46,80,48,39,67,90,33,21,36,70,36,21,85,83,88,73,14,85,37,83,71,9,65,46,73,65,88,52,34,66,42,74,76,45,40,52,68,40,13,14,58,57,25,54,53,32,39,73,20,38,11,39,50,72,84,84,32,72,83,80,16,77,82,80,20,12,21,59,79,55,62,45,39,82,43,18,85,19,34,52,27,52,35,90,62,31,45,23,41,19,85,66,71,74,63,63,81,77,53,8,87,82,72,74,67,64,59,42,33,27,47,33,9,14,5,68,42,20,78,55,35,54,6,77,11,28,38,32,21,78,62,80,17,69,32,33,22,27,11,83,76,71,53,58,26,5,56,52,42,42,76,59
42,8,47,54,80,72,87,77,20,88,90,39,63,74,20,8,16,49,87,69,51,78,47,8,69,40,74,73,89,81,5,82,47,59,53,84,38,5,58,85,12,26,62,27,48,68,45,17,45,75,77,65,50,9,63,8,64,16,69,60,72,33,88,79,45,15,32,88,19,87,62,67,77,41,44,39,56,49,79,52,84,25,80,55,90,65,85,71,32,43,70,82,29,83,56,35,83,34,86,41,42,12,17,47,89,20,64,31,90,80,66,77,68,65,84,45,42,44,31,58,81,82,81,68,53,10,57,32,70,46,37,13,78,66,50,36,61,58,31,46,5,10,66,48,66,63,54,82,74,82,57,48,71,27,81,68,78,51,27,75,51,24,33,58,46,13,78,31,33,71,74,33,11,25,60,27,21,15,38,47,68,87,12,75,20,62,53,73,75,22,5,70,36,33,41,73,74,23,20,32,19,85,73,67,90,23,14,25,36,21,73,66,41,51,81,43,53,12,46,38,38,56,62,43,9,11,78,21,33,64,90,28,22,71,14,16,48,59,36,66,79,78,8,80,76,82,34,48,62,42,59,15,49,37,45,28,13,49,53,48,68,28,75,19,51,61,8,21,68,46,38,7,23,51,86,82,25,44,56,52,82,28,66,63,50,11,81,65,19,74,34,8,36,67,80,20,7,25,78,53,44,81,71,89,37,26,80,30,38,22,36,71,77,42,58,75,69,31,46,75,18,90,78,20,46,43,37,52,48,24,12,75,32,78,26,44,56,79,62,11,8,74,55,68,73,24,21,30,89,72,77,57,17,37,50,79,51,64,77,44,58,36,67,40,14,39,58,60,90,42,14,10,39,85,71
83,11,29,56,86,86,27,71,9,11,60,20,15,48,42,13,89,58,48,38,30,48,54,72,81,89,66,44,61,19,20,6,33,62,73,40,64,81,88,52,8,82,47,7,57,37,21,35,66,86,64,90,75,42,60,37,12,57,66,75,23,77,55,43,22,18,66,79,42,72,65,13,65,75,35,20,59,84,54,87,75,48,86,43,90,45,45,10,35,73,19,31,70,55,35,43,56,46,70,38,47,19,23,89,17,48,41,49,86,57,49,19,8,7,14,8,21,30,73,81,55,50,31,84,41,58,61,82,33,13,50,63,32,75,76,64,64,14,52,7,80,58,47,61,63,75,85,30,66,80,18,45,54,27,34,49,23,23,58,88,31,27,53,43,21,54,38,32,55,30,75,27,17,35,79,53,20,72,43,85,67,73,53,13,49,47,15,41,20,82,44,81,55,19,44,49,48,32,37,18,33,17,67,18,54,59,40,27,67,82,27,80,28,42,20,47,8,76,41,67,54,77,31,47,74,5,64,42,8,13,67,40,42,79,59,28,12,15,50,42,45,56,83,15,64,71,17,86,54,40,80,31,29,79,33,31,66,53,34,26,60,36,88,69,58,89,32,71,8,29,68,70,44,56,13,13,16,90,20,62,61,34,60,46,9,83,30,16,83,75,5,79,67,85,17,26,8,22,33,58,81,58,41,20,64,11,78,67,59,86,38,88,36,76,66,76,12,67,23,47,28,62,47,72,47,50,54,10,34,23,69,51,80,26,63,61,57,53,27,72,55,69,90,16,21,32,89,45,50,44,38,33,53,35,54,81,69,45,61,41,71,37,31,87,36,48,72,14,69,32,23,79,52,13,11
